Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases
10983,,Indonesia,-0.7893,113.9213,2020-02-17,0
10984,,Ethiopia,9.145,40.4897,2020-02-24,0
10985,Ontario,Canada,51.2538,-85.3232,2020-02-02,3
10986,Hunan,China,27.6104,111.7088,2020-03-15,1018
10987,Pennsylvania,US,40.5908,-77.2098,2020-02-11,0
10988,West Virginia,US,38.4912,-80.9545,2020-02-27,0
10989,,Ukraine,48.3794,31.1656,2020-02-10,0
10990,,Jamaica,18.1096,-77.2975,2020-02-27,0
10991,Vermont,US,44.0459,-72.7107,2020-02-19,0
10992,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-03,0
10993,Diamond Princess,US,35.4437,139.638,2020-02-24,36
10994,,Tunisia,34.0,9.0,2020-02-08,0
10995,Iowa,US,42.0115,-93.2105,2020-02-06,0
10996,,Peru,-9.19,-75.0152,2020-02-11,0
10997,,Bangladesh,23.685,90.3563,2020-03-20,20
10998,,Jersey,49.19,-2.11,2020-03-22,0
10999,Diamond Princess,US,35.4437,139.638,2020-02-10,0
11000,,Qatar,25.3548,51.1839,2020-02-01,0
11001,,Trinidad and Tobago,10.6918,-61.2225,2020-02-19,0
11002,Guangxi,China,23.8298,108.7881,2020-02-16,237
11003,,Cyprus,35.1264,33.4299,2020-02-25,0
11004,,Gabon,-0.8037,11.6094,2020-03-14,1
11005,,Andorra,42.5063,1.5218,2020-02-13,0
11006,,Jersey,49.19,-2.11,2020-03-14,0
11007,Reunion,France,-21.1351,55.2471,2020-01-25,0
11008,,Norway,60.472,8.4689,2020-01-29,0
11009,,Kenya,-0.0236,37.9062,2020-02-24,0
11010,,Romania,45.9432,24.9668,2020-01-25,0
11011,,Portugal,39.3999,-8.2245,2020-02-19,0
11012,South Carolina,US,33.8569,-80.945,2020-02-02,0
11013,Manitoba,Canada,53.7609,-98.8139,2020-03-13,4
11014,Qinghai,China,35.7452,95.9956,2020-02-09,18
11015,Nevada,US,38.3135,-117.0554,2020-03-07,0
11016,,Lebanon,33.8547,35.8623,2020-01-27,0
11017,,Mayotte,-12.8275,45.1662,2020-01-29,0
11018,,Egypt,26.0,30.0,2020-03-21,294
11019,,Switzerland,46.8182,8.2275,2020-02-29,18
11020,,Nepal,28.1667,84.25,2020-03-19,1
11021,Diamond Princess,Cruise Ship,35.4437,139.638,2020-03-10,696
11022,Western Australia,Australia,-31.9505,115.8605,2020-01-26,0
11023,Guangxi,China,23.8298,108.7881,2020-02-04,139
11024,,Italy,43.0,12.0,2020-01-27,0
11025,,Trinidad and Tobago,10.6918,-61.2225,2020-02-21,0
11026,Inner Mongolia,China,44.0935,113.9448,2020-02-10,58
11027,Queensland,Australia,-28.0167,153.4,2020-01-23,0
11028,Reunion,France,-21.1351,55.2471,2020-03-07,0
11029,Kansas,US,38.5266,-96.7265,2020-01-29,0
11030,,Suriname,3.9193,-56.0278,2020-01-27,0
11031,Alaska,US,61.3707,-152.4044,2020-02-08,0
11032,,Portugal,39.3999,-8.2245,2020-02-27,0
11033,,Costa Rica,9.7489,-83.7534,2020-03-02,0
11034,Hunan,China,27.6104,111.7088,2020-02-06,711
11035,Grand Princess,Canada,37.6489,-122.6655,2020-03-11,0
11036,From Diamond Princess,Australia,35.4437,139.638,2020-03-22,0
11037,,Nepal,28.1667,84.25,2020-02-29,1
11038,Utah,US,40.15,-111.8624,2020-02-09,0
11039,,Argentina,-38.4161,-63.6167,2020-02-09,0
11040,From Diamond Princess,Australia,35.4437,139.638,2020-02-27,8
11041,,Philippines,13.0,122.0,2020-02-12,3
11042,Hong Kong,China,22.3,114.2,2020-03-07,108
11043,Nebraska,US,41.1254,-98.2681,2020-02-15,0
11044,Diamond Princess,US,35.4437,139.638,2020-02-21,0
11045,,Jersey,49.19,-2.11,2020-01-25,0
11046,,Poland,51.9194,19.1451,2020-03-19,355
11047,Utah,US,40.15,-111.8624,2020-02-25,0
11048,Idaho,US,44.2405,-114.4788,2020-02-25,0
11049,,Mongolia,46.8625,103.8467,2020-03-12,1
11050,,Armenia,40.0691,45.0382,2020-02-23,0
11051,,Gabon,-0.8037,11.6094,2020-02-09,0
11052,,Mongolia,46.8625,103.8467,2020-02-21,0
11053,,Iran,32.0,53.0,2020-02-08,0
11054,,Republic of the Congo,-1.44,15.556,2020-02-03,0
11055,Delaware,US,39.3185,-75.5071,2020-03-06,0
11056,,Japan,36.0,138.0,2020-02-10,26
11057,Jiangsu,China,32.9711,119.455,2020-03-18,631
11058,,Belarus,53.7098,27.9534,2020-01-29,0
11059,,Kosovo,42.6026,20.903,2020-02-13,0
11060,Western Australia,Australia,-31.9505,115.8605,2020-01-24,0
11061,New York,US,42.1657,-74.9481,2020-03-22,15793
11062,,Sudan,12.8628,30.2176,2020-02-17,0
11063,Indiana,US,39.8494,-86.2583,2020-03-18,39
11064,,Rwanda,-1.9403,29.8739,2020-03-06,0
11065,,Georgia,42.3154,43.3569,2020-02-05,0
11066,,Thailand,15.0,101.0,2020-02-04,25
11067,Hong Kong,China,22.3,114.2,2020-01-24,2
11068,Virgin Islands,US,18.3358,-64.8963,2020-01-25,0
11069,,Iran,32.0,53.0,2020-02-14,0
11070,Nebraska,US,41.1254,-98.2681,2020-02-02,0
11071,,Iraq,33.0,44.0,2020-02-01,0
11072,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-06,0
11073,Liaoning,China,41.2956,122.6085,2020-01-30,41
11074,,Mayotte,-12.8275,45.1662,2020-02-26,0
11075,New Mexico,US,34.8405,-106.2485,2020-01-31,0
11076,,Equatorial Guinea,1.5,10.0,2020-02-01,0
11077,Rhode Island,US,41.6809,-71.5118,2020-01-27,0
11078,,Suriname,3.9193,-56.0278,2020-02-06,0
11079,Hawaii,US,21.0943,-157.4983,2020-02-16,0
11080,New Mexico,US,34.8405,-106.2485,2020-03-17,23
11081,,Ukraine,48.3794,31.1656,2020-03-13,3
11082,Netherlands,Netherlands,52.1326,5.2913,2020-01-26,0
11083,Arizona,US,33.7298,-111.4312,2020-03-08,0
11084,New Jersey,US,40.2989,-74.521,2020-03-01,0
11085,,Seychelles,-4.6796,55.492,2020-01-26,0
11086,,Czechia,49.8175,15.473,2020-01-24,0
11087,Montana,US,46.9219,-110.4544,2020-02-12,0
11088,,Lebanon,33.8547,35.8623,2020-01-24,0
11089,Kansas,US,38.5266,-96.7265,2020-03-14,8
11090,North Dakota,US,47.5289,-99.784,2020-01-30,0
11091,Tianjin,China,39.3054,117.323,2020-03-17,136
11092,,Venezuela,6.4238,-66.5897,2020-02-18,0
11093,,Brazil,-14.235,-51.9253,2020-01-28,0
11094,,Malaysia,2.5,112.5,2020-01-22,0
11095,Idaho,US,44.2405,-114.4788,2020-01-27,0
11096,,Greece,39.0742,21.8243,2020-02-25,0
11097,,Oman,21.0,57.0,2020-03-12,18
11098,,The Bahamas,24.25,-76.0,2020-02-18,0
11099,Wisconsin,US,44.2685,-89.6165,2020-02-05,0
11100,,Liberia,6.4281,-9.4295,2020-02-14,0
11101,Vermont,US,44.0459,-72.7107,2020-02-17,0
11102,Utah,US,40.15,-111.8624,2020-02-01,0
11103,,Germany,51.0,9.0,2020-02-03,12
11104,Arizona,US,33.7298,-111.4312,2020-02-29,0
11105,Puerto Rico,US,18.2208,-66.5901,2020-02-19,0
11106,Puerto Rico,US,18.2208,-66.5901,2020-02-18,0
11107,,The Bahamas,24.25,-76.0,2020-02-05,0
11108,,Venezuela,6.4238,-66.5897,2020-03-18,36
11109,New Brunswick,Canada,46.5653,-66.4619,2020-03-07,0
11110,,Bahrain,26.0275,50.55,2020-03-10,110
11111,,Puerto Rico,18.2,-66.5,2020-03-20,0
11112,Victoria,Australia,-37.8136,144.9631,2020-03-13,36
11113,Netherlands,Netherlands,52.1326,5.2913,2020-01-30,0
11114,Hebei,China,39.549,116.1306,2020-03-16,318
11115,,Honduras,15.2,-86.2419,2020-02-13,0
11116,,Cambodia,11.55,104.9167,2020-03-07,1
11117,Manitoba,Canada,53.7609,-98.8139,2020-02-19,0
11118,,Guatemala,15.7835,-90.2308,2020-02-15,0
11119,Xinjiang,China,41.1129,85.2401,2020-02-03,24
11120,,Latvia,56.8796,24.6032,2020-03-09,6
11121,,New Zealand,-40.9006,174.886,2020-03-09,5
11122,,Qatar,25.3548,51.1839,2020-02-04,0
11123,Wyoming,US,42.756,-107.3025,2020-01-29,0
11124,,Belgium,50.8333,4.0,2020-03-07,169
11125,,Germany,51.0,9.0,2020-02-05,12
11126,,Somalia,5.1521,46.1996,2020-03-19,1
11127,,Spain,40.0,-4.0,2020-01-26,0
11128,,Burkina Faso,12.2383,-1.5616,2020-01-29,0
11129,Liaoning,China,41.2956,122.6085,2020-03-17,125
11130,Tibet,China,31.6927,88.0924,2020-01-31,1
11131,United States Virgin Islands,US,18.35,-64.933,2020-03-22,0
11132,,Lebanon,33.8547,35.8623,2020-02-26,2
11133,Hebei,China,39.549,116.1306,2020-01-23,1
11134,Liaoning,China,41.2956,122.6085,2020-03-07,125
11135,Mississippi,US,32.7416,-89.6787,2020-02-20,0
11136,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2020-03-10,382
11137,,Burkina Faso,12.2383,-1.5616,2020-02-04,0
11138,,India,21.0,78.0,2020-02-12,3
11139,,Ethiopia,9.145,40.4897,2020-03-15,1
11140,,Republic of the Congo,-1.44,15.556,2020-03-15,0
11141,,Bangladesh,23.685,90.3563,2020-02-14,0
11142,British Columbia,Canada,49.2827,-123.1207,2020-02-19,5
11143,,Luxembourg,49.8153,6.1296,2020-02-03,0
11144,Maryland,US,39.0639,-76.8021,2020-01-31,0
11145,Sichuan,China,30.6171,102.7103,2020-03-03,538
11146,,Brunei,4.5353,114.7277,2020-01-25,0
11147,Shaanxi,China,35.1917,108.8701,2020-01-28,46
11148,Illinois,US,40.3495,-88.9861,2020-01-26,0
11149,,Liechtenstein,47.14,9.55,2020-03-13,1
11150,,Cyprus,35.1264,33.4299,2020-03-08,0
11151,,Oman,21.0,57.0,2020-03-08,16
11152,US,US,37.0902,-95.7129,2020-02-16,0
11153,,Bahrain,26.0275,50.55,2020-02-20,0
11154,,Seychelles,-4.6796,55.492,2020-02-16,0
11155,,Belarus,53.7098,27.9534,2020-02-10,0
11156,,Kuwait,29.5,47.75,2020-01-31,0
11157,,Iraq,33.0,44.0,2020-02-03,0
11158,,Mayotte,-12.8275,45.1662,2020-02-08,0
11159,,French Guiana,3.9339,-53.1258,2020-03-15,0
11160,,Ghana,7.9465,-1.0232,2020-03-14,3
11161,Ningxia,China,37.2692,106.1655,2020-02-07,43
11162,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-05,0
11163,Ohio,US,40.3888,-82.7649,2020-03-05,0
11164,,Argentina,-38.4161,-63.6167,2020-03-03,1
11165,,Lebanon,33.8547,35.8623,2020-02-09,0
11166,,Russia,60.0,90.0,2020-03-14,59
11167,Wyoming,US,42.756,-107.3025,2020-01-25,0
11168,,Israel,31.0,35.0,2020-03-18,433
11169,Maine,US,44.6939,-69.3819,2020-03-22,89
11170,,Brunei,4.5353,114.7277,2020-03-11,11
11171,,Togo,8.6195,0.8248,2020-02-02,0
11172,,Mauritius,-20.2,57.5,2020-02-06,0
11173,,French Guiana,3.9339,-53.1258,2020-01-23,0
11174,France,France,46.2276,2.2137,2020-03-18,9043
11175,New Jersey,US,40.2989,-74.521,2020-03-09,0
11176,,Tanzania,-6.369,34.8888,2020-01-28,0
11177,California,US,36.1162,-119.6816,2020-03-09,0
11178,Louisiana,US,31.1695,-91.8678,2020-03-20,538
11179,,Maldives,3.2028,73.2207,2020-02-04,0
11180,Ningxia,China,37.2692,106.1655,2020-01-30,17
11181,Wisconsin,US,44.2685,-89.6165,2020-02-24,0
11182,,Kazakhstan,48.0196,66.9237,2020-02-03,0
11183,Utah,US,40.15,-111.8624,2020-02-11,0
11184,Vermont,US,44.0459,-72.7107,2020-03-18,18
11185,,Bhutan,27.5142,90.4336,2020-01-30,0
11186,Washington,US,47.4009,-121.4905,2020-02-09,0
11187,,Andorra,42.5063,1.5218,2020-03-09,1
11188,,Mauritania,21.0079,10.9408,2020-02-06,0
11189,Reunion,France,-21.1351,55.2471,2020-03-02,0
11190,,San Marino,43.9424,12.4578,2020-02-15,0
11191,,Guernsey,49.45,-2.58,2020-03-08,0
11192,,Dominican Republic,18.7357,-70.1627,2020-02-21,0
11193,Tibet,China,31.6927,88.0924,2020-03-04,1
11194,Michigan,US,43.3266,-84.5361,2020-03-02,0
11195,,Aruba,12.5211,-69.9683,2020-02-13,0
11196,Jiangxi,China,27.614,115.7221,2020-03-21,935
11197,,Slovenia,46.1512,14.9955,2020-03-19,286
11198,,Azerbaijan,40.1431,47.5769,2020-03-22,65
11199,Shandong,China,36.3427,118.1498,2020-02-16,537
11200,,San Marino,43.9424,12.4578,2020-03-08,36
11201,Liaoning,China,41.2956,122.6085,2020-02-21,121
11202,,The Gambia,13.4667,-16.6,2020-03-19,0
11203,South Australia,Australia,-34.9285,138.6007,2020-01-22,0
11204,Alaska,US,61.3707,-152.4044,2020-01-27,0
11205,,Cote d'Ivoire,7.54,-5.5471,2020-01-29,0
11206,Beijing,China,40.1824,116.4142,2020-03-17,456
11207,Aruba,Netherlands,12.5186,-70.0358,2020-01-23,0
11208,,Dominican Republic,18.7357,-70.1627,2020-01-24,0
11209,North Dakota,US,47.5289,-99.784,2020-02-01,0
11210,,Republic of the Congo,-1.44,15.556,2020-02-23,0
11211,,Guatemala,15.7835,-90.2308,2020-03-01,0
11212,Alaska,US,61.3707,-152.4044,2020-02-25,0
11213,,"Korea, South",36.0,128.0,2020-02-25,977
11214,Kansas,US,38.5266,-96.7265,2020-02-22,0
11215,Hainan,China,19.1959,109.7453,2020-03-18,168
11216,,Luxembourg,49.8153,6.1296,2020-02-26,0
11217,Qinghai,China,35.7452,95.9956,2020-03-07,18
11218,,Romania,45.9432,24.9668,2020-02-10,0
11219,,Mexico,23.6345,-102.5528,2020-02-28,1
11220,,French Guiana,3.9339,-53.1258,2020-02-22,0
11221,Guadeloupe,France,16.25,-61.5833,2020-03-02,0
11222,,Sweden,63.0,16.0,2020-01-22,0
11223,,Benin,9.3077,2.3158,2020-02-16,0
11224,Puerto Rico,US,18.2208,-66.5901,2020-03-05,0
11225,,Suriname,3.9193,-56.0278,2020-02-27,0
11226,Jilin,China,43.6661,126.1923,2020-03-06,93
11227,Mayotte,France,-12.8275,45.1662,2020-03-16,1
11228,,Brunei,4.5353,114.7277,2020-03-07,0
11229,,Aruba,12.5211,-69.9683,2020-02-16,0
11230,,Liechtenstein,47.14,9.55,2020-02-03,0
11231,,Saudi Arabia,24.0,45.0,2020-03-10,20
11232,,Sweden,63.0,16.0,2020-02-25,1
11233,Rhode Island,US,41.6809,-71.5118,2020-02-20,0
11234,,Israel,31.0,35.0,2020-01-27,0
11235,,The Gambia,13.4667,-16.6,2020-02-02,0
11236,Mississippi,US,32.7416,-89.6787,2020-01-30,0
11237,,Switzerland,46.8182,8.2275,2020-02-07,0
11238,,Argentina,-38.4161,-63.6167,2020-03-14,34
11239,Idaho,US,44.2405,-114.4788,2020-01-24,0
11240,South Dakota,US,44.2998,-99.4388,2020-03-09,0
11241,District of Columbia,US,38.8974,-77.0268,2020-03-16,22
11242,,Mayotte,-12.8275,45.1662,2020-01-25,0
11243,Diamond Princess,US,35.4437,139.638,2020-01-22,0
11244,Louisiana,US,31.1695,-91.8678,2020-02-13,0
11245,,Czechia,49.8175,15.473,2020-01-22,0
11246,Shanghai,China,31.202,121.4491,2020-02-10,0
11247,,Peru,-9.19,-75.0152,2020-01-31,0
11248,,Azerbaijan,40.1431,47.5769,2020-02-08,0
11249,,Djibouti,11.8251,42.5903,2020-03-16,0
11250,,Gabon,-0.8037,11.6094,2020-03-11,0
11251,,Germany,51.0,9.0,2020-03-04,262
11252,,Cote d'Ivoire,7.54,-5.5471,2020-03-17,5
11253,Delaware,US,39.3185,-75.5071,2020-01-24,0
11254,,Jordan,31.24,36.51,2020-02-19,0
11255,,Martinique,14.6415,-61.0242,2020-01-26,0
11256,,Belarus,53.7098,27.9534,2020-02-25,0
11257,Florida,US,27.7663,-81.6868,2020-03-16,155
11258,Diamond Princess,Cruise Ship,35.4437,139.638,2020-01-31,0
11259,,Spain,40.0,-4.0,2020-02-01,1
11260,,Oman,21.0,57.0,2020-02-08,0
11261,,Portugal,39.3999,-8.2245,2020-02-13,0
11262,Delaware,US,39.3185,-75.5071,2020-02-26,0
11263,California,US,36.1162,-119.6816,2020-02-10,0
11264,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-11,0
11265,Arizona,US,33.7298,-111.4312,2020-03-16,18
11266,,Kuwait,29.5,47.75,2020-02-10,0
11267,,Iran,32.0,53.0,2020-01-28,0
11268,,Ireland,53.1424,-7.6921,2020-03-03,2
11269,Ohio,US,40.3888,-82.7649,2020-03-11,4
11270,,Congo (Brazzaville),-4.0383,21.7587,2020-03-02,0
11271,Hubei,China,30.9756,112.2707,2020-02-13,48206
11272,,Lithuania,55.1694,23.8813,2020-02-05,0
11273,French Guiana,France,3.9339,-53.1258,2020-02-04,0
11274,Yunnan,China,24.974,101.487,2020-03-19,0
11275,,Slovakia,48.669,19.699,2020-03-08,3
11276,Michigan,US,43.3266,-84.5361,2020-03-04,0
11277,,India,21.0,78.0,2020-03-09,43
11278,,Slovakia,48.669,19.699,2020-02-26,0
11279,Maine,US,44.6939,-69.3819,2020-01-29,0
11280,Kentucky,US,37.6681,-84.6701,2020-03-06,0
11281,South Australia,Australia,-34.9285,138.6007,2020-03-10,7
11282,Qinghai,China,35.7452,95.9956,2020-03-08,18
11283,,Cyprus,35.1264,33.4299,2020-03-11,6
11284,,Ghana,7.9465,-1.0232,2020-03-16,6
11285,,Nepal,28.1667,84.25,2020-03-07,1
11286,,Estonia,58.5953,25.0136,2020-02-29,1
11287,,Trinidad and Tobago,10.6918,-61.2225,2020-01-22,0
11288,,Kosovo,42.6026,20.903,2020-01-25,0
11289,,Trinidad and Tobago,10.6918,-61.2225,2020-02-16,0
11290,Hubei,China,30.9756,112.2707,2020-02-22,64084
11291,,Argentina,-38.4161,-63.6167,2020-02-03,0
11292,,Thailand,15.0,101.0,2020-01-29,14
11293,Grand Princess,Canada,37.6489,-122.6655,2020-02-13,0
11294,,Central African Republic,6.6111,20.9394,2020-02-05,0
11295,Guangxi,China,23.8298,108.7881,2020-01-26,36
11296,,Jersey,49.19,-2.11,2020-03-01,0
11297,New Hampshire,US,43.4525,-71.5639,2020-03-17,26
11298,,Maldives,3.2028,73.2207,2020-02-22,0
11299,,Austria,47.5162,14.5501,2020-03-16,1018
11300,,Italy,43.0,12.0,2020-03-07,5883
11301,,"Gambia, The",13.4432,-15.3101,2020-03-06,0
11302,,Eswatini,-26.5225,31.4659,2020-01-25,0
11303,,Colombia,4.5709,-74.2973,2020-02-28,0
11304,,Germany,51.0,9.0,2020-03-19,15320
11305,Nevada,US,38.3135,-117.0554,2020-03-01,0
11306,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-08,0
11307,,Nepal,28.1667,84.25,2020-02-20,1
11308,,Guadeloupe,16.265,-61.551,2020-03-07,0
11309,,Algeria,28.0339,1.6596,2020-02-03,0
11310,,Bangladesh,23.685,90.3563,2020-02-29,0
11311,Ohio,US,40.3888,-82.7649,2020-03-04,0
11312,,Togo,8.6195,0.8248,2020-02-14,0
11313,West Virginia,US,38.4912,-80.9545,2020-02-02,0
11314,,Montenegro,42.5,19.3,2020-02-09,0
11315,Nevada,US,38.3135,-117.0554,2020-01-25,0
11316,Tianjin,China,39.3054,117.323,2020-02-25,135
11317,,Armenia,40.0691,45.0382,2020-02-25,0
11318,,Bahrain,26.0275,50.55,2020-02-15,0
11319,,Algeria,28.0339,1.6596,2020-01-31,0
11320,,Togo,8.6195,0.8248,2020-03-09,1
11321,Gansu,China,37.8099,101.0583,2020-01-30,26
11322,,Ghana,7.9465,-1.0232,2020-03-13,0
11323,Georgia,US,33.0406,-83.6431,2020-03-14,66
11324,Massachusetts,US,42.2302,-71.5301,2020-01-30,0
11325,,Antigua and Barbuda,17.0608,-61.7964,2020-03-13,1
11326,Hawaii,US,21.0943,-157.4983,2020-03-11,2
11327,,Czechia,49.8175,15.473,2020-03-01,0
11328,,Nepal,28.1667,84.25,2020-01-31,1
11329,Shandong,China,36.3427,118.1498,2020-02-10,466
11330,,Liberia,6.4281,-9.4295,2020-01-25,0
11331,Fujian,China,26.0789,117.9874,2020-02-05,205
11332,,Mayotte,-12.8275,45.1662,2020-03-10,0
11333,,"Korea, South",36.0,128.0,2020-02-15,28
11334,,Benin,9.3077,2.3158,2020-02-02,0
11335,Shanghai,China,31.202,121.4491,2020-03-10,0
11336,,Paraguay,-23.4425,-58.4438,2020-03-13,6
11337,,Mongolia,46.8625,103.8467,2020-02-04,0
11338,Virginia,US,37.7693,-78.17,2020-03-13,30
11339,,Chile,-35.6751,-71.543,2020-03-06,4
11340,,Luxembourg,49.8153,6.1296,2020-02-12,0
11341,,Moldova,47.4116,28.3699,2020-01-26,0
11342,,Congo (Kinshasa),-4.0383,21.7587,2020-02-24,0
11343,Oklahoma,US,35.5653,-96.9289,2020-02-03,0
11344,Tennessee,US,35.7478,-86.6923,2020-02-07,0
11345,,Sudan,12.8628,30.2176,2020-03-06,0
11346,,Algeria,28.0339,1.6596,2020-02-14,0
11347,,Guernsey,49.45,-2.58,2020-03-04,0
11348,Alabama,US,32.3182,-86.9023,2020-03-08,0
11349,Shandong,China,36.3427,118.1498,2020-01-29,130
11350,,"Korea, South",36.0,128.0,2020-03-20,8652
11351,,Brunei,4.5353,114.7277,2020-02-29,0
11352,,"Korea, South",36.0,128.0,2020-01-29,4
11353,,Saint Lucia,13.9094,-60.9789,2020-02-28,0
11354,Idaho,US,44.2405,-114.4788,2020-03-06,0
11355,,Andorra,42.5063,1.5218,2020-01-29,0
11356,,Mauritania,21.0079,10.9408,2020-02-24,0
11357,New South Wales,Australia,-33.8688,151.2093,2020-01-28,4
11358,Mississippi,US,32.7416,-89.6787,2020-01-24,0
11359,United States Virgin Islands,US,18.35,-64.933,2020-01-29,0
11360,,Sri Lanka,7.0,81.0,2020-03-02,1
11361,Chongqing,China,30.0572,107.874,2020-02-27,576
11362,,Puerto Rico,18.2,-66.5,2020-03-12,0
11363,Kansas,US,38.5266,-96.7265,2020-03-06,0
11364,Jilin,China,43.6661,126.1923,2020-03-02,93
11365,Montserrat,United Kingdom,16.7425,-62.1874,2020-03-09,0
11366,,Albania,41.1533,20.1683,2020-02-03,0
11367,Pennsylvania,US,40.5908,-77.2098,2020-01-30,0
11368,Wyoming,US,42.756,-107.3025,2020-03-08,0
11369,,Honduras,15.2,-86.2419,2020-02-04,0
11370,,Kenya,-0.0236,37.9062,2020-02-06,0
11371,,Cambodia,11.55,104.9167,2020-01-31,1
11372,Manitoba,Canada,53.7609,-98.8139,2020-02-21,0
11373,,Turkey,38.9637,35.2433,2020-03-01,0
11374,,Costa Rica,9.7489,-83.7534,2020-01-23,0
11375,,Guatemala,15.7835,-90.2308,2020-01-29,0
11376,,Finland,64.0,26.0,2020-01-24,0
11377,,Slovakia,48.669,19.699,2020-01-27,0
11378,South Australia,Australia,-34.9285,138.6007,2020-02-03,2
11379,Massachusetts,US,42.2302,-71.5301,2020-03-03,0
11380,,Qatar,25.3548,51.1839,2020-02-23,0
11381,,"Gambia, The",13.4432,-15.3101,2020-03-08,0
11382,,Kazakhstan,48.0196,66.9237,2020-02-02,0
11383,New Hampshire,US,43.4525,-71.5639,2020-02-11,0
11384,,Costa Rica,9.7489,-83.7534,2020-02-18,0
11385,,Egypt,26.0,30.0,2020-02-13,0
11386,,Somalia,5.1521,46.1996,2020-03-08,0
11387,Ningxia,China,37.2692,106.1655,2020-01-22,1
11388,,Cote d'Ivoire,7.54,-5.5471,2020-02-22,0
11389,,Cambodia,11.55,104.9167,2020-03-05,1
11390,,Guinea,9.9456,-9.6966,2020-02-09,0
11391,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-05,1
11392,,Hungary,47.1625,19.5033,2020-02-12,0
11393,Guizhou,China,26.8154,106.8748,2020-02-15,143
11394,,Guyana,5.0,-58.75,2020-02-05,0
11395,,Thailand,15.0,101.0,2020-02-15,33
11396,Alaska,US,61.3707,-152.4044,2020-02-16,0
11397,,Brunei,4.5353,114.7277,2020-02-07,0
11398,,Nepal,28.1667,84.25,2020-03-15,1
11399,Vermont,US,44.0459,-72.7107,2020-02-09,0
11400,New South Wales,Australia,-33.8688,151.2093,2020-01-22,0
11401,South Australia,Australia,-34.9285,138.6007,2020-03-16,29
11402,Grand Princess,US,37.6489,-122.6655,2020-02-16,0
11403,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-06,1
11404,,Mayotte,-12.8275,45.1662,2020-01-24,0
11405,Rhode Island,US,41.6809,-71.5118,2020-01-22,0
11406,Maryland,US,39.0639,-76.8021,2020-03-06,0
11407,,Guadeloupe,16.265,-61.551,2020-02-05,0
11408,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-26,0
11409,Saskatchewan,Canada,52.9399,-106.4509,2020-02-06,0
11410,,Barbados,13.1939,-59.5432,2020-02-29,0
11411,,Greenland,71.7069,-42.6043,2020-02-21,0
11412,,India,21.0,78.0,2020-02-04,3
11413,,Monaco,43.7333,7.4167,2020-01-24,0
11414,,Belgium,50.8333,4.0,2020-02-05,1
11415,,Italy,43.0,12.0,2020-03-11,12462
11416,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-28,0
11417,,Colombia,4.5709,-74.2973,2020-03-12,9
11418,,Romania,45.9432,24.9668,2020-03-10,25
11419,,Djibouti,11.8251,42.5903,2020-01-28,0
11420,,Israel,31.0,35.0,2020-02-06,0
11421,,Afghanistan,33.0,65.0,2020-01-25,0
11422,,Lebanon,33.8547,35.8623,2020-02-29,4
11423,,Guam,13.4443,144.7937,2020-02-09,0
11424,Manitoba,Canada,53.7609,-98.8139,2020-03-17,8
11425,,Estonia,58.5953,25.0136,2020-02-12,0
11426,Iowa,US,42.0115,-93.2105,2020-02-08,0
11427,Saskatchewan,Canada,52.9399,-106.4509,2020-03-10,0
11428,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-18,1
11429,California,US,36.1162,-119.6816,2020-02-13,0
11430,,Japan,36.0,138.0,2020-02-23,147
11431,,Liberia,6.4281,-9.4295,2020-02-18,0
11432,,Slovakia,48.669,19.699,2020-03-20,137
11433,Queensland,Australia,-28.0167,153.4,2020-03-11,20
11434,Sichuan,China,30.6171,102.7103,2020-02-08,364
11435,Florida,US,27.7663,-81.6868,2020-02-03,0
11436,,Pakistan,30.3753,69.3451,2020-03-12,20
11437,Oklahoma,US,35.5653,-96.9289,2020-02-06,0
11438,Minnesota,US,45.6945,-93.9002,2020-03-19,89
11439,Guangxi,China,23.8298,108.7881,2020-02-02,111
11440,,Greece,39.0742,21.8243,2020-02-05,0
11441,,Venezuela,6.4238,-66.5897,2020-02-07,0
11442,,Burkina Faso,12.2383,-1.5616,2020-03-04,0
11443,,San Marino,43.9424,12.4578,2020-03-02,8
11444,US,US,37.0902,-95.7129,2020-03-12,0
11445,Ontario,Canada,51.2538,-85.3232,2020-02-23,3
11446,,Cote d'Ivoire,7.54,-5.5471,2020-01-26,0
11447,,Dominican Republic,18.7357,-70.1627,2020-03-15,11
11448,,The Gambia,13.4667,-16.6,2020-02-15,0
11449,Jilin,China,43.6661,126.1923,2020-02-10,80
11450,Nova Scotia,Canada,44.682,-63.7443,2020-02-07,0
11451,,Sweden,63.0,16.0,2020-02-24,1
11452,Shanxi,China,37.5777,112.2922,2020-02-16,129
11453,,Zambia,-15.4167,28.2833,2020-03-01,0
